"","iteration","instance","precision","recall","fmeasure","num_annotations"
"31",4,6,0.978571428571429,0.736559139784946,0.840490797546012,140
"32",5,6,0.967741935483871,0.806451612903226,0.879765395894428,155
"33",6,6,0.955414012738854,0.806451612903226,0.87463556851312,157
"34",7,6,0.966887417218543,0.78494623655914,0.86646884272997,151
"35",8,6,0.9375,0.806451612903226,0.867052023121387,160
"36",9,6,0.978102189781022,0.720430107526882,0.829721362229102,137
"37",1,100,0.992481203007519,0.709677419354839,0.827586206896552,133
"38",2,100,0.993333333333333,0.801075268817204,0.886904761904762,150
"39",3,100,0.984,0.661290322580645,0.790996784565916,125
"40",4,100,0.98473282442748,0.693548387096774,0.813880126182965,131
"41",5,100,0.99236641221374,0.698924731182796,0.82018927444795,131
"42",6,100,0.978260869565217,0.725806451612903,0.833333333333333,138
"43",7,100,0.884422110552764,0.946236559139785,0.914285714285714,199
"44",8,100,0.984848484848485,0.698924731182796,0.817610062893082,132
"45",9,100,0.98076923076923,0.82258064516129,0.894736842105263,156
"46",1,99,1,0.747311827956989,0.855384615384615,139
"47",2,99,0.993975903614458,0.887096774193548,0.9375,166
"48",3,99,0.948275862068966,0.887096774193548,0.916666666666667,174
"49",4,99,0.942675159235669,0.795698924731183,0.862973760932945,157
"50",5,99,0.944444444444444,0.731182795698925,0.824242424242424,144
"51",6,99,0.940298507462687,0.67741935483871,0.7875,134
"52",7,99,0.98780487804878,0.870967741935484,0.925714285714286,164
"53",8,99,0.947976878612717,0.881720430107527,0.913649025069638,173
"54",9,99,0.932584269662921,0.89247311827957,0.912087912087912,178
"55",1,158,1,0.478494623655914,0.647272727272727,89
"56",2,158,0.712574850299401,0.639784946236559,0.674220963172805,167
"57",3,158,0.897058823529412,0.655913978494624,0.75776397515528,136
"58",4,158,0.904761904761905,0.71505376344086,0.798798798798799,147
"59",5,158,0.962732919254658,0.833333333333333,0.893371757925072,161
"60",6,158,0.937142857142857,0.881720430107527,0.908587257617729,175
"61",7,158,0.937853107344633,0.89247311827957,0.914600550964187,177
"62",8,158,0.976878612716763,0.908602150537634,0.94150417827298,173
"63",1,159,1,0.655913978494624,0.792207792207792,122
"64",2,159,0.984496124031008,0.682795698924731,0.806349206349206,129
"65",3,159,0.980392156862745,0.806451612903226,0.88495575221239,153
"66",4,159,0.952380952380952,0.860215053763441,0.903954802259887,168
"67",5,159,0.94186046511628,0.870967741935484,0.905027932960894,172
"68",6,159,0.993975903614458,0.887096774193548,0.9375,166
"69",7,159,0.993630573248408,0.838709677419355,0.909620991253644,157
"70",8,159,0.99367088607595,0.844086021505376,0.912790697674419,158
"71",9,159,0.908496732026144,0.747311827956989,0.820058997050148,153
"72",1,104,0.99375,0.85483870967742,0.91907514450867,160
"73",2,104,0.96987951807229,0.865591397849462,0.914772727272727,166
"74",3,104,0.98125,0.844086021505376,0.907514450867052,160
"75",4,104,0.864864864864865,0.860215053763441,0.862533692722372,185
"76",5,104,0.980263157894737,0.801075268817204,0.881656804733728,152
"77",6,104,0.987261146496815,0.833333333333333,0.903790087463557,157
"78",7,104,0.963414634146341,0.849462365591398,0.902857142857143,164
"79",1,101,0.880434782608696,0.870967741935484,0.875675675675676,184
"80",2,101,0.860215053763441,0.860215053763441,0.860215053763441,186
"81",3,101,0.942857142857143,0.887096774193548,0.914127423822715,175
"82",4,101,0.893617021276596,0.903225806451613,0.898395721925134,188
"83",5,101,0.861538461538462,0.903225806451613,0.881889763779527,195
"84",6,101,0.844221105527638,0.903225806451613,0.872727272727273,199
"85",7,101,0.910179640718563,0.817204301075269,0.861189801699717,167
"86",8,101,0.941176470588235,0.860215053763441,0.898876404494382,170
"87",9,101,0.946808510638298,0.956989247311828,0.95187165775401,188
"88",1,160,0.992424242424242,0.704301075268817,0.823899371069182,132
"89",2,160,0.951388888888889,0.736559139784946,0.83030303030303,144
"90",3,160,0.948717948717949,0.795698924731183,0.865497076023392,156
"91",4,160,0.993103448275862,0.774193548387097,0.870090634441088,145
"92",5,160,0.986928104575163,0.811827956989247,0.890855457227139,153
"93",6,160,0.993288590604027,0.795698924731183,0.883582089552239,149
"94",7,160,0.94475138121547,0.919354838709677,0.931880108991826,181
"95",8,160,0.945054945054945,0.924731182795699,0.934782608695652,182
"96",9,160,0.970238095238095,0.876344086021505,0.92090395480226,168
"97",1,105,0.808290155440414,0.838709677419355,0.823218997361478,193
"98",2,105,1,0.521505376344086,0.685512367491166,97
"99",3,105,1,0.688172043010753,0.815286624203822,128
"100",4,105,0.989795918367347,0.521505376344086,0.683098591549296,98
"101",5,105,1,0.521505376344086,0.685512367491166,97
"102",6,105,0.984848484848485,0.698924731182796,0.817610062893082,132
"103",7,105,0.964285714285714,0.725806451612903,0.828220858895706,140
"104",8,105,0.97530864197531,0.849462365591398,0.908045977011494,162
