photo_id,hue_mean,hue_std,sat_mean,sat_std,lum_mean,lum_std
photo_23,0.2865448860143785,0.241885380014974,0.21749694880223783,0.10841974087973512,0.34363212799885967,0.22204247568360744
photo_24,0.2942551079949105,0.20693211166624434,0.26401747672679404,0.16135924373304472,0.3670763757496261,0.22019874657415614
photo_25,0.3916854580563223,0.27634070480523987,0.16198048287391625,0.09753891666683599,0.4741961821080051,0.3002672434067663
photo_26,0.21287846020761245,0.11507579154933424,0.24061141424895752,0.1254038446287397,0.26292892156862746,0.19726542699042793
photo_28,0.22414502629187044,0.1632262740594093,0.2840425353950472,0.18422832946130988,0.4199989219310817,0.29650100619895275
photo_29,0.18318060255776517,0.09396668803370126,0.23769915205901365,0.12567682758881327,0.2922319606575662,0.20608297940445391
photo_30,0.3199495280750083,0.23968043288579852,0.22442016628250536,0.13430577091952503,0.48565027370192,0.2950074979584862
photo_31,0.17934049585304362,0.09132612340629073,0.23628074582854497,0.1289184601653402,0.28581616199410254,0.20694933248877942
photo_32,0.2960016392920805,0.21364817754123744,0.2386228354978355,0.12780836131769452,0.34105352368220015,0.23307120735016634
photo_33,0.2362588112167944,0.24507009794460907,0.18155846954166283,0.1370608415530734,0.3340243789823622,0.28669424660004644
photo_34,0.38077349247696435,0.2700136721693661,0.16268775190181825,0.0984517544863887,0.4719415393388023,0.3002984841504241
photo_35,0.34599063391151924,0.26930275146698535,0.23861333875045976,0.13113413511818836,0.39256099268841826,0.23516401342226925
photo_36,0.2115099548194108,0.23495170287490588,0.16306079999526593,0.13346054202379884,0.2486888161028709,0.2575792157440988
photo_37,0.27489444548001785,0.13648863021481702,0.2875503362654855,0.11950895787950681,0.4519692168401992,0.18259583156322948
photo_38,0.1873996808025536,0.1493447626716985,0.18794915640674875,0.14322474228377832,0.2776922784617723,0.2522721404376462
photo_39,0.1526091081593928,0.1681894460600823,0.1470841975199682,0.12820405495351936,0.1687697659709045,0.19963812373349404
photo_40,0.22507052267575264,0.11364463085922566,0.2629793271990532,0.11251208533319156,0.3625655018305886,0.1935281845091602
photo_41,0.24458716299019606,0.17467364585431802,0.2450076593137255,0.13714262828021068,0.3889418658088235,0.257744638234335
photo_42,0.2514863164517144,0.2375837741318974,0.20147433304872753,0.17363585184826835,0.41116141643823306,0.3538852652405551
photo_43,0.2799426330532213,0.12075519695280917,0.34108997198879554,0.1478484466155931,0.36371002801120444,0.20267393270777515
photo_44,0.2978535726974596,0.293920028695435,0.1846478084640554,0.11871816509628419,0.3391418383120253,0.2443692120437316
photo_45,0.17058684835561103,0.1887819923847826,0.15059412978277073,0.14222054673732365,0.2603626844194795,0.2827161739414194
photo_46,0.5142541445092573,0.32809569326881716,0.19649893410171715,0.12840782343673907,0.534409773467332,0.25445868613555434
photo_47,0.26186725558278867,0.19731683234007294,0.22109289896514162,0.11358635166765142,0.3277216094771242,0.21720147355726058
photo_48,0.18311136309945664,0.18511284439796885,0.1774488069926766,0.186846552215574,0.2771730687455705,0.32197230102374197
photo_49,0.1633582101083144,0.23976816407860485,0.11117971538497196,0.12566903519751083,0.14777267881147732,0.1987049048970947
photo_50,0.2892068000698314,0.25203405034616555,0.20612157271667791,0.1071448363173602,0.3340423423720976,0.22748924041470062
photo_51,0.2704765203836411,0.14963781673977605,0.3253204586950717,0.2098669452750673,0.41326318676163876,0.2811446846081338
photo_53,0.3489422487745098,0.2859349063825684,0.193960631127451,0.1371940274669508,0.44295879289215684,0.3010514352423842
photo_54,0.3240646145387146,0.24550561184366995,0.25696118338787344,0.1346332951825752,0.38882769751953244,0.2362237063060353
photo_55,0.18930840553275574,0.14780861312581733,0.18972640218878248,0.14205502360047118,0.28046055631554945,0.2514349226150039
photo_56,0.2715665228524326,0.21896150447612264,0.24191623697779646,0.12898861810486595,0.3869332491493914,0.25127887456713105
