lon,lat,taskID
-72.2548230718971,18.5571756696491,204
-72.25533269161,18.5572786510617,204
-72.2544033061863,18.5570752309275,204
-72.2538910042645,18.5572354243035,204
-72.2542531024815,18.5573676472942,204
-72.2539298962952,18.5576715055098,204
-72.2527617942692,18.557672776882,204
-72.2540707122685,18.5575202121563,204
-72.2536482643486,18.5573053499364,204
-72.2537837159039,18.5572583090592,204
-72.2524922322632,18.5572150822958,204
-72.2528664004208,18.557326963308,204
-72.2529267501236,18.557053617524,204
-72.2527483832241,18.5570472606401,204
-72.2526665758492,18.5568234981756,204
-72.2538413833977,18.556874353307,204
-72.2538387011887,18.5569658925051,204
-72.2534377109409,18.5567701002715,204
-72.2534994017483,18.556812055769,204
-72.254703713596,18.5566798323478,204
-72.2551033627392,18.5570040338232,204
-72.2550939750076,18.5568565540127,204
-72.2550792228581,18.5567128882127,204
-72.2548901271225,18.5567103454541,204
-72.2553031873108,18.5567357730385,204
-72.2554788720013,18.5568489257432,204
-72.2552160155178,18.5570116620858,204
-72.2554909419418,18.5569277511785,204
-72.2554104756714,18.556908680512,204
-72.2555687260033,18.5568540112563,204
-72.2557242941261,18.5568387547166,204
-72.2556907665135,18.5568896098434,204
-72.2556867431999,18.5569633497503,204
-72.2555083763004,18.557016747594,204
-72.255520446241,18.5572188964224,204
-72.2555700671078,18.55711718635,204
-72.2558436524273,18.5571387997455,204
-72.2558436524273,18.5570358182484,204
-72.2560904156567,18.5569747921468,204
-72.2562057506443,18.5571184577263,204
-72.2563800942303,18.5571400711216,204
-72.2565530967117,18.5570815878103,204
-72.2567100059391,18.5571184577263,204
-72.2561708819271,18.5574846137005,204
-72.2563640009762,18.5576270074784,204
-72.256696594894,18.5576422639476,204
-72.2562781702877,18.556859096769,204
-72.2564498316647,18.5569150374009,204
-72.2549209725262,18.5569353794444,204
-72.255612982452,18.5566556761347,204
-72.2556183468701,18.5568031561187,204
-72.2558382880093,18.5566658471721,204
-72.2563157212139,18.557052346147,204
-72.2564873825909,18.5572557663086,204
-72.2547975909115,18.5574998701824,204
-72.2544328104855,18.5573117068105,204
-72.254524005592,18.5570421751326,204
-72.2537354361416,18.5574541007327,204
-72.2537354361416,18.5570370896251,204
-72.2536871563793,18.5567116168333,204
-72.2533277403713,18.5567014457985,204
-72.2535208594204,18.5565590512484,204
-72.2533813845516,18.5564217421055,204
-72.2540251147152,18.5559589586249,204
-72.2547868620754,18.556264090731,204
-72.2549048792721,18.5563454592005,204
-72.2552589308621,18.5566200774987,204
-72.2542718779446,18.5565539657266,204
-72.2543898951412,18.5564369986824,204
-72.2546795737148,18.5564471697329,204
-72.2538480889202,18.5564980249763,204
-72.255425227821,18.5557046814531,204
-72.2553876768948,18.5560250706275,204
-72.2550979983212,18.5559945573987,204
-72.2547654044033,18.5558419911729,204
-72.2552642952801,18.5549774466509,204
-72.2549853455425,18.5549469332348,204
-72.2548726927639,18.5550588157338,204
-72.254717124641,18.5552469815893,204
-72.2569326292873,18.5551503559056,204
-72.2569058071972,18.5558674188867,204
-72.257056010902,18.555658911522,204
-72.2567126881481,18.5554605750118,204
-72.2561762463451,18.555597884928,204
-72.2562835347057,18.5554504039025,204
-72.2566161286236,18.5556487404245,204
-72.2561762463451,18.555801306823,204
-72.2564069163204,18.555872504429,204
-72.2560314070583,18.556142037954,204
-72.2565571200253,18.5561267813508,204
-72.2566590439678,18.5559793007823,204
-72.2567341458202,18.5562234064817,204
-72.2569004427792,18.5562590052004,204
-72.2570077311398,18.5563963144743,204
-72.2569701802136,18.5568082416331,204
-72.2570345532299,18.5566607616535,204
-72.2568950783611,18.5565895643763,204
-72.2567931544186,18.5565031104998,204
-72.2565463911892,18.5565895643763,204
-72.2565893065334,18.5564064855272,204
-72.2564230095745,18.5563963144743,204
-72.2564015519024,18.5564675118321,204
-72.2567448746563,18.5570269186098,204
-72.2566483151318,18.5569964055601,204
-72.2569058071972,18.5571794837764,204
-72.2523085009457,18.5575914090451,204
-72.252367509544,18.5577948285641,204
-72.2517023217083,18.5587712388805,204
-72.251831067741,18.5588729479672,204
-72.2519329916836,18.5587407261427,204
-72.2518471609951,18.5592899545889,204
-72.2519329916836,18.55952897012,204
-72.2557658683659,18.5575252976491,204
-72.2560072671772,18.557567252961,204
-72.2549571823479,18.5575316545152,204
-72.2550939750076,18.5575697957069,204
-72.2552495431305,18.557414688141,204
-72.2554493677021,18.5573345915559,204
-72.2554922830464,18.5573867179092,204
-72.255512399614,18.5574363014988,204
-72.253905756414,18.5575036843026,204
-72.2538306545616,18.5575405541274,204
-72.2539728116394,18.5576359070855,204
-72.2543617319466,18.5577579587942,204
-72.2544489037396,18.5576918474628,204
-72.2544046472908,18.5575939517905,204
-72.254344297588,18.5575189407828,204
-72.2549907099606,18.557433758751,204
-72.2553058695198,18.5574871564475,204
-72.2552052866818,18.5578202559869,204
-72.2551181148888,18.557768129766,204
-72.2550886105896,18.5577032898105,204
-72.2550363075138,18.5577274458752,204
-72.255692107618,18.5580465598832,204
-72.2556961309315,18.5581597117188,204
-72.25417531842,18.5577872003365,204
-72.2542893123032,18.557827884213,204
-72.2543429564835,18.5578698394505,204
-72.2543295454384,18.5579232370106,204
-72.2542839478851,18.5579054378258,204
-72.2542262803913,18.5578698394505,204
-72.2544904779793,18.5579041664554,204
-72.2546554338337,18.5580096901678,204
-72.2547694277168,18.5578939954917,204
-72.2548458706738,18.5578482261476,204
-72.2550041210056,18.5578774676744,204
-72.2548780571819,18.5579397648235,204
-72.2539728116394,18.5584038142998,204
-72.2543510031105,18.5581584403503,204
-72.2553233038784,18.5580084187981,204
-72.2551570069195,18.557863482597,204
-72.2547895442844,18.5580630876841,204
-72.2547184657456,18.5582385365488,204
-72.2548056375385,18.5584038142998,204
-72.2557444106938,18.5577376168487,204
-72.2561199199558,18.5579397648234,204
-72.2565195690991,18.5583313463824,204
-72.2569473814369,18.5583822010644,204
-72.2569299470783,18.558433055731,204
-72.2565571200253,18.5578838245271,204
-72.2569031249882,18.5578812817859,204
-72.2553474437595,18.5583211754439,204
-72.2550255786778,18.5581202992899,204
-72.2566375862957,18.5590077124133,204
-72.2567716967465,18.5584076283995,204
-72.2567770611645,18.5582754062145,204
-72.2566724550129,18.558160983087,204
-72.2565437089802,18.5581304702401,204
-72.2558114659191,18.5581711540348,204
-72.2559858095051,18.558430512998,204
-72.2557792794109,18.5583211754439,204
-72.2555486094357,18.5583796583304,204
-72.2561038267017,18.5581406411897,204
-72.2562084328533,18.5580135042763,204
-72.256334496677,18.5582423506522,204
-72.2560904156567,18.5587076706702,204
-72.2566456329228,18.5585779914484,204
-72.2561896573902,18.558425427532,204
-72.2543174754978,18.5586034187546,204
-72.2538749110104,18.5584737394536,204
-72.2537568938137,18.5585525641385,204
-72.2536442410351,18.5586186751364,204
-72.2523031365276,18.5590280542073,204
-72.2527403365971,18.5590585668938,204
-72.252370191753,18.5592009593584,204
-72.2530487906338,18.5599485178486,204
-72.2536764275433,18.5593382662654,204
-72.2531185280682,18.5600603970688,204
-72.2527886163593,18.5596993320491,204
-72.2527081500889,18.5596001661705,204
-72.2531426679493,18.5593942060847,204
-72.2540063392521,18.5587890379747,204
-72.2545722853542,18.5588271788853,204
-72.2560287248493,18.559139934031,204
-72.255792690456,18.5588398925203,204
-72.2555781137348,18.558895832503,204
-72.2556880843044,18.5590305969314,204
-72.2553393971325,18.5590941650211,204
-72.2554413210751,18.5592289292929,204
-72.2556961309315,18.5594348895781,204
-72.2542718779446,18.5594221759875,204
-72.254709078014,18.5591145068048,204
-72.2535476815106,18.5592429142584,204
-72.253080977142,18.5592479997001,204
-72.253799809158,18.5594514172445,204
-72.2538588177563,18.5597158596898,204
-72.2550979983212,18.5592022307191,204
-72.2552052866818,18.5595480404932,204
-72.2549048792721,18.5595836385184,204
-72.2544864546658,18.5596192365362,204
-72.2537837159039,18.560051497588,204
-72.2540573012234,18.5598531661825,204
-72.2544113528133,18.5603362807414,204
-72.2547546755673,18.5599447037829,204
-72.2550872694851,18.5597717993854,204
-72.2555539738537,18.5596700908344,204
-72.2552321087719,18.5599701308854,204
-72.2527752053143,18.5612510162714,204
-72.2524989377857,18.5612891566316,204
-72.251637948692,18.5604170115933,204
-72.2518793475033,18.5606916233398,204
